hgnc_symbol	affy_hg_u133_plus_2
POLR1A	228515_at
POLR1A	235280_at
POLR1A	222704_at
POLR1A	
RPL32P12	
SCIRT	234234_at
SCIRT	
ATP8A1-DT	1560630_at
	237682_at
SLFN12L	
ZNF530	244664_at
ZNF530	232228_at
ZNF530	
LINC02273	1559205_s_at
LINC02273	
MIR633	
TRMT112P3	
	1565839_a_at
DNAJB6P8	
ZNF577	
ZNF577	223581_at
ZNF577	1556905_at
ZNF577	223616_at
TAC4	1553094_at
LINC01612	
	1569776_at
	235991_at
	229605_at
EPM2A-DT	
EPM2A-DT	241745_at
EPM2A-DT	216467_s_at
ASCL4	
DCAF1	204377_s_at
DCAF1	204376_at
DCAF1	226476_s_at
DCAF1	226481_at
DCAF1	226477_at
TMEM132B	236468_at
TMEM132B	236824_at
TMEM132B	
TMEM132B	1563488_at
LINC02268	
	234444_at
MRPL37	
MRPL37	222993_at
LINC02428	
	213517_at
LINC01013	
LINC01013	1559221_at
LINC01013	244280_at
LINC02432	
PCBP2	204031_s_at
PCBP2	213264_at
PCBP2	213263_s_at
PCBP2	
PCBP2	213517_at
PCBP2	229467_at
SSBP3-AS1	
	242934_at
BOC	230035_at
BOC	225990_at
BOC	224184_s_at
BOC	
LINC02784	
HNRNPA1P63	
LINC02265	
ZNF606	219635_at
ZNF606	
ZNF606	229707_at
SSBP3	222482_at
SSBP3	217991_x_at
SSBP3	223635_s_at
SSBP3	
RPL34-DT	1563581_at
RPL34-DT	
SPECC1	244461_at
SPECC1	223498_at
SPECC1	228900_at
SPECC1	
LEF1-AS1	243363_at
LEF1-AS1	243362_s_at
LEF1-AS1	
LINC00326	1561691_at
LINC00326	
	225907_at
	230517_at
OTUB1	201245_s_at
OTUB1	38710_at
OTUB1	201246_s_at
OTUB1	
COL1A2	202403_s_at
COL1A2	202404_s_at
COL1A2	
COL1A2	229218_at
SERPINB9P1	239186_at
SERPINB9P1	
GTF2IP12	
ZNF566	
ZNF566	240239_at
ITGA4	
ITGA4	213416_at
ITGA4	205884_at
ITGA4	205885_s_at
ITGA4	243366_s_at
ITGA4	244599_at
ITGA4	243685_at
TMEM30A-DT	
CENPT	218148_at
CENPT	
CENPT	226788_at
LINC03004	
KRTAP5-11	
ODF3	1553051_s_at
ODF3	233795_at
CDK3	229468_at
CDK3	207188_at
	214809_at
ZBTB38	236557_at
ZBTB38	
ZBTB38	1558733_at
ZBTB38	219221_at
ZBTB38	225512_at
ZBTB38	230754_at
ZNF433	
TSPAN5-DT	
LINC02901	230487_at
LINC02901	
GPS1	
GPS1	217782_s_at
PSMD13	
PSMD13	201232_s_at
PSMD13	201233_at
LINC01621	
	1559240_at
	1563099_at
TEX101	223906_s_at
MROCKI	1557359_at
MROCKI	
SERPINC1	1554491_a_at
SERPINC1	210049_at
LYPD3	204952_at
LYPD3	
LINC01564	
LINC02275	
LINC01737	1563391_at
FOXP4-AS1	
FOXP4-AS1	238898_at
COG2	203073_at
COG2	243608_at
COG2	
SEPTIN7P14	
SEPTIN7P14	1561760_s_at
SEPTIN7P14	242305_at
SEPTIN7P14	1561759_at
SEPTIN7P14	1561761_x_at
SEPTIN7P14	232959_at
SEPTIN7P14	1556257_at
	1561575_at
	1561576_a_at
SAP18P2	
HCG18	232975_at
HCG18	236510_at
HCG18	216527_at
HCG18	242972_at
HCG18	241846_at
HCG18	
RNU6ATAC19P	
MRPL45P1	
RNU6-1168P	
RNU6-1007P	
RPL38P6	
PHLDB3	1557948_at
PHLDB3	236082_at
PHLDB3	
FOXI3	
TEX37	241430_at
WDR49	1564238_a_at
WDR49	1554298_a_at
WDR49	
	1568804_at
RPIA	212973_at
MALLP2	
MIR4436A	
IGKC	221671_x_at
IGKC	221651_x_at
IGKC	224795_x_at
RNU6-1328P	
CASD1	
CASD1	219342_at
IGKJ5	237625_s_at
IGKJ4	237625_s_at
IGKJ3	237625_s_at
IGKJ2	237625_s_at
IGKJ1	
IGKV4-1	214777_at
ETHE1	204034_at
ETHE1	
GMCL1	234488_s_at
GMCL1	239355_at
GMCL1	218458_at
GMCL1	
CAPN9	210641_at
CAPN9	208063_s_at
RAD54L2	
RAD54L2	213205_s_at
RAD54L2	1557194_a_at
RAD54L2	226624_at
RPL23AP92	
SNRNP27	212438_at
SNRNP27	212440_at
SNRNP27	
PAMR1	213661_at
PAMR1	
LINC02506	
TMEM248	218008_at
TMEM248	224688_at
TMEM248	
THAP11	212910_at
RNA5SP79	
C1orf198	223063_at
C1orf198	
ZNF575	1557119_a_at
ZNF575	
EDC4	202496_at
EDC4	
MXD1	212438_at
MXD1	206877_at
MXD1	228846_at
MXD1	226275_at
MXD1	
MIR3945HG	1569095_at
MIR3945HG	1559777_at
MIR3945HG	
DHX34	214017_s_at
DHX34	204815_s_at
DHX34	
	1560068_a_at
PCBP2-OT1	
RN7SL43P	
	1557702_at
MAP3K12	205448_s_at
MAP3K12	205447_s_at
MAP3K12	230921_s_at
MAP3K12	
MIR4650-1	
JAZF1	225800_at
JAZF1	225798_at
JAZF1	
RN7SL837P	
LINC01094	229635_at
LINC01094	
TASOR	209285_s_at
TASOR	209284_s_at
TASOR	
IFI44	214059_at
IFI44	214453_s_at
IFI44	
RNU6-979P	
JAZF1-AS1	1559650_at
RN7SL470P	
PCBP1	208620_at
MEIS3	228327_x_at
MEIS3	
MEIS3	1569402_at
PPIAP80	
SBDS	1554089_s_at
SBDS	222669_s_at
MRPL36P1	
AHI1-DT	
AHI1-DT	1561106_at
C2orf42	219128_at
C2orf42	
	228832_at
TDRD10	231371_at
TDRD10	
	243063_at
KLF3-AS1	219871_at
KLF3-AS1	
KLF3-AS1	1570414_x_at
TARBP2	203677_s_at
TARBP2	
	1557362_at
	1557363_a_at
	1568826_at
CHRDL2	
CHRDL2	223987_at
UBE2Q1	217978_s_at
UBE2Q1	231816_s_at
UBE2Q1	222480_at
UBE2Q1	
SPDYE2	232964_at
MIR1285-2	
RPL39P15	
RPS26P20	
CAHM	235829_at
DCAF17	220172_at
DCAF17	231921_at
DCAF17	
SPDYE12	
TAGAP-AS1	
	202496_at
GPR142	
KIAA0087	207161_at
NRN1L	
	240882_at
KSR1	213769_at
KSR1	213767_at
KSR1	235252_at
KSR1	
LINC01091	1563462_at
LINC01091	
LINC01091	1561096_at
GRK7	1552929_at
PSKH1	213141_at
PSKH1	
SNX10	218404_at
SNX10	
	239215_at
	237019_at
LINC01010	237731_at
LINC01010	
SLC6A6	
SLC6A6	228754_at
SLC6A6	205921_s_at
SLC6A6	205920_at
SLC6A6	211030_s_at
CTRL	
CTRL	214377_s_at
	1556832_at
DAP3P2	
RPS15P4	200819_s_at
UBE2Q1-AS1	
CYBRD1	217889_s_at
CYBRD1	
CYBRD1	222453_at
	202659_at
	214377_s_at
PSMB10	202659_at
ADAR	201786_s_at
ADAR	
C2orf74	1568658_at
C2orf74	
LINC00499	
CSNK1D	213522_s_at
CSNK1D	217685_at
CSNK1D	207945_s_at
CSNK1D	208774_at
CSNK1D	
SLC8A2	215267_s_at
SLC8A2	
LDHAL6A	1553888_at
SPDYE7P	
STAMBP	227515_at
STAMBP	202811_at
STAMBP	
STAMBP	235361_at
LINC01093	1559573_at
STARD3NL	223065_s_at
STARD3NL	
LCAT	204428_s_at
LCAT	
OSTN	
KPTN	220160_s_at
KPTN	
TRIM3	213885_at
TRIM3	213884_s_at
TRIM3	204910_s_at
TRIM3	204911_s_at
TRIM3	
ANKRD28	226025_at
ANKRD28	213035_at
ANKRD28	
ANKRD28	229307_at
STXBP5-AS1	
STXBP5-AS1	238685_at
STXBP5-AS1	1557891_s_at
STXBP5-AS1	1557890_at
ATF7-NPFF	206402_s_at
ATF7-NPFF	228830_s_at
ATF7	228830_s_at
ATF7	206402_s_at
ATF7	235160_at
ATF7	244587_at
ATF7	214184_at
ATF7	206684_s_at
ATF7	
ATF7	228829_at
SLC12A4	209402_s_at
SLC12A4	209401_s_at
SLC12A4	211112_at
SLC12A4	
NAPA	208751_at
NAPA	206491_s_at
NAPA	
STIM2-AS1	
TRGC2	209813_x_at
TRGC2	216920_s_at
TRGC2	211144_x_at
TRGC2	215806_x_at
TRGJ2	
TENM3-AS1	
TENM3-AS1	232446_at
TRGJP2	
TRGJ1	
TRGJP	
TRGJP1	
TRGV11	
TRGVB	
SELENOH	224677_x_at
SELENOH	1557799_at
SELENOH	228332_s_at
SELENOH	1557801_x_at
SELENOH	231045_x_at
SELENOH	228331_at
TRGV10	
TRGV9	
TRGVA	
TRGV8	
TRGV7	215345_x_at
TRGV6	
MDK	209035_at
TRGV5P	217374_x_at
TRGV5	216298_at
TRGV5	217381_s_at
STX18-AS1	
STX18-AS1	1569330_at
TRGV4	
TRGV3	216298_at
TRGV3	217381_s_at
TRGV2	
TRGV1	
TRGC1	209813_x_at
TRGC1	216920_s_at
TRGC1	211144_x_at
TRGC1	215806_x_at
	209813_x_at
	216920_s_at
	211144_x_at
	215806_x_at
ITPRID1	
ITPRID1	234027_at
ITPRID1	231653_at
	232732_at
CYTH1	202879_s_at
CYTH1	202880_s_at
CYTH1	
ATP5MC2	
ATP5MC2	208764_s_at
ATP5MC2	207552_at
LINC02232	1557822_at
LINC02232	1557823_s_at
LINC02232	
	208751_at
	206491_s_at
ZNF541	232604_at
ZNF541	
HHIP-AS1	236632_at
LINC00574	
LINC01088	1560890_at
LINC01088	1560891_a_at
LINC01088	230781_at
LINC01088	
RASSF9	241470_x_at
RASSF9	210335_at
CLASP2	212309_at
CLASP2	212306_at
CLASP2	212308_at
CLASP2	1555469_a_at
CLASP2	
CLASP2	1558759_s_at
HULC	
HULC	1558661_at
HULC	241744_x_at
NTS	
NTS	206291_at
XRCC2	207598_x_at
XRCC2	
NOP14-AS1	214685_at
NOP14-AS1	214123_s_at
NOP14-AS1	215141_at
NOP14-AS1	
NOP14-AS1	241001_at
RN7SL322P	
GGN	231420_at
GGN	244305_at
GGN	
ATP5PBP3	
RN7SL845P	
RNU6-1091P	
FIGNL1	222843_at
FIGNL1	1552921_a_at
FIGNL1	
PPM1K-DT	1562785_at
PPM1K-DT	244760_at
SPRED3	230046_at
SPRED3	
SCYL1	223033_s_at
SCYL1	
UBE2D3-AS1	230171_at
UBA6-DT	
UBA6-DT	1556992_at
ZNF600	
ZNF600	242463_x_at
FGD4	242445_at
FGD4	230559_x_at
FGD4	227948_at
FGD4	
DDC	214347_s_at
DDC	205311_at
DDC	
UGDH-AS1	
	235814_at
	229685_at
ZNF320	
ZNF320	241704_x_at
ZNF320	229614_at
SEC24B-AS1	
SEC24B-AS1	1569713_at
EPN2	
EPN2	241239_at
EPN2	203463_s_at
EPN2	203464_s_at
	231254_at
SCOC-AS1	1556736_at
SCOC-AS1	235869_at
SCOC-AS1	
CYP2U1-AS1	
NFILZ	
NKPD1	1560430_at
PPIAP59	
LINC00989	
NENFP1	
DPEP3	220179_at
DPEP3	
KLK5	222242_s_at
TEX38	230969_at
EFCAB14-AS1	
EFCAB14	201778_s_at
EFCAB14	201775_s_at
EFCAB14	201777_s_at
EFCAB14	201776_s_at
EFCAB14	1559023_a_at
EFCAB14	1559022_at
EFCAB14	
H2AZ1-DT	
DPEP2	219452_at
DPEP2	
LINC02447	
HAND2-AS1	
HAND2-AS1	239708_at
HAND2-AS1	219791_s_at
HAND2-AS1	236141_at
KLK6	204733_at
KLK6	
GMDS-DT	232335_at
GMDS-DT	
GMDS-DT	233063_s_at
GMDS-DT	233062_at
DUS2	
DUS2	219486_at
DUS2	47105_at
PSEN2	204261_s_at
PSEN2	204262_s_at
PSEN2	211373_s_at
PSEN2	
SLC35G3	1553340_s_at
SLC35G3	1553471_at
MSANTD4	240627_x_at
MSANTD4	227418_at
MSANTD4	223799_at
RUNDC1	
RUNDC1	235040_at
RUNDC1	226298_at
KLK7	205778_at
KLK7	239381_at
KLK7	
EFCAB5	
EFCAB5	1558300_at
EFCAB5	1558301_a_at
PHLDB1	212134_at
PHLDB1	
PHLDB1	216019_x_at
BRI3P2	
IRAG2	204674_at
IRAG2	35974_at
IRAG2	
IRAG2	240718_at
SAMD4B	220457_at
SAMD4B	226714_at
SAMD4B	227511_at
SAMD4B	229871_at
SAMD4B	
DDC-AS1	1564459_at
IKZF1	227346_at
IKZF1	205039_s_at
IKZF1	216901_s_at
IKZF1	227344_at
IKZF1	220704_at
IKZF1	1565818_s_at
IKZF1	
IKZF1	1565817_at
LINC02532	
LINC02532	230432_at
LINC02532	235774_at
FCRLA	235401_s_at
FCRLA	235372_at
FCRLA	235400_at
FCRLA	
GPR108	225058_at
GPR108	
UBBP4	
PICART1	1557608_a_at
PICART1	1557607_at
PICART1	
LRRC37A11P	
RN7SL466P	
DUSP12	218576_s_at
DUSP12	
	1556748_x_at
	1556747_a_at
	1569114_at
PITPNA-AS1	228972_at
	1560577_at
CCDC144NL-AS1	1564360_a_at
CCDC144NL-AS1	1564359_a_at
CCDC144NL-AS1	1560099_at
CCDC144NL-AS1	
CCDC144NL-AS1	229669_at
CCDC144NL-AS1	1562754_at
FILIP1L	
FILIP1L	1554966_a_at
FILIP1L	1554965_at
FILIP1L	204135_at
KARS1P3	
DPEP2NB	236593_at
	207222_at
NPIPA2	221501_x_at
NPIPA2	214870_x_at
NPIPA2	204538_x_at
NPIPA2	215920_s_at
	243581_at
COPG1	217749_at
COPG1	
TRAF5	1569861_at
TRAF5	204352_at
TRAF5	
SP2-AS1	
SP2-AS1	238953_at
	202881_x_at
	222080_s_at
	222081_at
	1556676_a_at
AKAP1-DT	
BTN2A3P	208585_at
BTN2A3P	
C1QTNF1-AS1	237313_at
C1QTNF1-AS1	
ACVR1C	1552519_at
ACVR1C	1563182_at
ACVR1C	
SNHG8	225220_at
SNHG8	
SUZ12P1	
SUZ12P1	213971_s_at
UFL1-AS1	
SAP30-DT	
SAP30-DT	1560460_at
	239429_at
	241783_at
LINC02517	
LINC02517	243408_at
CARD11	223514_at
CARD11	243154_at
CARD11	
ILRUN-AS1	229444_at
SNX25P1	
ARPC3P2	
	209806_at
ZNF204P	214823_at
SLC30A1	212907_at
SLC30A1	228181_at
TANC2	208425_s_at
TANC2	224952_at
TANC2	
TANC2	231799_at
MIR6826	
	243368_at
	1570326_at
HMCES	201678_s_at
HMCES	201677_at
HMCES	
LINC01693	
TYW1B	
TYW1B	218347_at
EPHA5-AS1	238241_at
EPHA5-AS1	
ACVR1	203935_at
ACVR1	
DSP-AS1	240382_at
MIR302CHG	231061_at
NPFF	206402_s_at
NPFF	214184_at
FDPSP8	
RPS15AP32	
TMED11P	
RD3	236563_at
CMAHP	205518_s_at
CMAHP	210571_s_at
CMAHP	229604_at
CMAHP	
CMAHP	1554862_at
CMAHP	1557898_at
CFAP73	226540_at
CFAP73	226539_s_at
WNT11	206737_at
WNT11	
ATF6	203952_at
ATF6	217550_at
ATF6	231927_at
ATF6	226941_at
ATF6	
ATF6	239825_at
DDX54	225428_s_at
DDX54	219111_s_at
DDX54	224433_s_at
DDX54	
CTBP1	212863_x_at
CTBP1	213980_s_at
CTBP1	203392_s_at
CTBP1	
CTBP1	1557714_at
MIR3179-1	
ZFPM1	242282_at
ZFPM1	
ZFPM1	237463_at
SIGLEC14	
WBP1LP2	217657_at
BANF1P5	
SLC26A4	206529_x_at
SLC26A4	
RFPL4A	
MIR5189	
ZFPM1-AS1	
OVOL3	216311_at
FOLR2	204829_s_at
ZC3H18	238416_x_at
ZC3H18	226108_at
ZC3H18	
GPR42	221385_s_at
CBARP	1552355_s_at
CBARP	1552354_at
CBARP	231019_x_at
CBARP	215325_x_at
CBARP	
MIR6787	
CENPX	209478_at
LINC03002	239882_at
LINC03002	
LINC02941	1555869_a_at
LINC02941	1555868_at
LINC02941	
H1-10	204805_s_at
H1-10-AS1	
H1-10-AS1	1558168_at
IER3-AS1	
ZNF888	
AFDN-DT	210409_at
AFDN-DT	
CBLL1	227187_at
CBLL1	220018_at
CBLL1	
NUP210P3	
MIR7106	219111_s_at
SNORA7B	
EFCAB12	232639_at
EFCAB12	
RITA1	221777_at
RITA1	44065_at
RITA1	
TRDN-AS1	1560164_at
TRDN-AS1	
IL17C	224079_at
P2RX3	208338_at
P2RX3	
CYBA	203028_s_at
CYBA	229445_at
IQCD	1552540_s_at
IQCD	
FARS2-AS1	240361_at
FARS2-AS1	
MBD4	214047_s_at
MBD4	209579_s_at
MBD4	209580_s_at
MBD4	214048_at
MAP3K5-AS2	242714_at
DTX1	227336_at
DTX1	
TRAF3IP2-AS1	243553_x_at
TRAF3IP2-AS1	236555_at
TRAF3IP2-AS1	240577_at
TRAF3IP2-AS1	1562566_at
TRAF3IP2-AS1	
SLC26A3	206143_at
SLC26A3	
LRRC45	226253_at
LRRC45	
DLSTP1	
INPPL1	
INPPL1	201598_s_at
RABGGTB	209180_at
RABGGTB	209181_s_at
RABGGTB	213704_at
RABGGTB	
SCAT8	
VNN3P	220528_at
VNN3P	1553514_a_at
VNN3P	1553513_at
VNN3P	
TFCP2	209338_at
TFCP2	207627_s_at
TFCP2	227637_at
FAM98C	227951_s_at
FAM98C	
MTNR1A	221369_at
MVD	203027_s_at
MVD	
RNY1P14	
TBC1D9	212960_at
TBC1D9	212956_at
TBC1D9	
RAC3	206103_at
RNU6-436P	
	241513_at
HOXD13	207397_s_at
HOXD13	207398_at
HOXD13	236681_at
SH2B2	
SH2B2	205367_at
HOXD12	221411_at
HOXD11	214604_at
HOXD10	207373_at
HOXD10	229400_at
SPC24	
SPC24	235572_at
POLD2	201115_at
POLD2	
POLD2	216175_at
RHO	206455_s_at
RHO	206454_s_at
ADGRB3-DT	1558796_a_at
ADGRB3-DT	1558795_at
ADGRB3-DT	
PHB1P19	238788_at
	1570572_at
	240518_at
HOXD-AS2	229493_at
HOXD9	205604_at
RNU4-54P	
RNA5SP355	
H1-8	1553064_at
HOXD8	231906_at
HOXD8	
SNORD45C	
DCXR	217973_at
SNORD45A	
CCDC91	
CCDC91	218545_at
SNORD45B	
MSH4	210533_at
PLXND1	212235_at
PLXND1	38671_at
PLXND1	
MAP3K7	206854_s_at
MAP3K7	206853_s_at
MAP3K7	211536_x_at
MAP3K7	211537_x_at
MAP3K7	
KLKP1	
SNAI3	1560228_at
MIR10B	
HOXD4	1552337_s_at
KLK4	1555737_a_at
KLK4	233854_x_at
KLK4	224062_x_at
KLK4	231782_s_at
KLK4	1555697_at
HAGLR	242042_s_at
HAGLR	228601_at
HAGLR	239182_at
RNF166	
RNF166	227726_at
CD44	210916_s_at
CD44	209835_x_at
CD44	212014_x_at
CD44	204490_s_at
CD44	1557905_s_at
CD44	216056_at
CD44	204489_s_at
CD44	212063_at
CD44	229221_at
CD44	217523_at
CD44	
DENND1B	219696_at
DENND1B	228032_s_at
DENND1B	238787_at
DENND1B	
DENND1B	1552835_at
DENND1B	1564164_at
DENND1B	1557309_at
	233687_s_at
	206125_s_at
CTU2	226410_at
CTU2	
	230552_at
HOXD1	205975_s_at
MIR7704	
	200763_s_at
RPSAP25	
HOXD3	
HOXD3	217076_s_at
HOXD3	206601_s_at
HOXD3	206602_s_at
ZNF497-AS1	1556822_s_at
SCGB1B2P	
EIF5B	201024_x_at
EIF5B	201027_s_at
EIF5B	214314_s_at
EIF5B	201025_at
EIF5B	
VSTM2B-DT	1563872_at
VSTM2B-DT	
OR6C3	
KRT3	217325_at
DACT3-AS1	
DACT3-AS1	1561532_at
ZNF529-AS1	237364_at
ZNF529-AS1	
KRT4	213240_s_at
KRT4	
RN7SL752P	
RAB11B-AS1	1556123_a_at
RAB11B-AS1	1556122_at
RAB11B-AS1	
LRGUK	
LRGUK	244710_at
ZNF225-AS1	222947_at
ZNF225-AS1	
CEP63	219242_at
CEP63	222151_s_at
CEP63	
CEP63	238064_at
CEP63	238170_at
PGLS-DT	
EEF1A1P32	
LINC01224	233142_at
LINC01224	
KRT79	1569909_at
FAM204BP	
CRB1	244403_at
CRB1	220522_at
CRB1	
PAK4	
PAK4	33814_at
PAK4	203154_s_at
PAK4	215326_at
AFF3	205735_s_at
AFF3	243967_at
AFF3	242078_at
AFF3	227198_at
AFF3	1565034_s_at
AFF3	205734_s_at
AFF3	
KRT78	1553212_at
KRT78	1553213_a_at
KRT78	
SLC35B4	225882_at
SLC35B4	238418_at
SLC35B4	225881_at
SLC35B4	
	1561502_x_at
	1561501_s_at
	1561500_at
MIR4722	202771_at
RPL7P41	
KRT18	201596_x_at
DCXR-DT	
CCDC57	227783_at
CCDC57	
CCDC57	1554554_at
CCDC57	1553248_at
CCDC57	234661_at
CCDC57	214818_at
PVRIG	
PVRIG	219812_at
	240096_at
KIF9	228429_x_at
KIF9	223778_at
KIF9	231319_x_at
KIF9	
MIR148A	
HNRNPA2B1	
HNRNPA2B1	205292_s_at
HNRNPA2B1	225932_s_at
HNRNPA2B1	240089_at
HNRNPA2B1	244131_at
HNRNPA2B1	225107_at
RNU7-125P	
RNU1-88P	
PANDAR	
KRT8	209008_x_at
KRT8	
LAP3P2	
CPNE5	227189_at
CPNE5	
CPNE5	244029_at
NPIPA3	221501_x_at
NPIPA3	215920_s_at
SLC25A11	209003_at
SLC25A11	207088_s_at
	244889_at
MPL	211903_s_at
MPL	207550_at
MPL	216825_s_at
LONRF2	225996_at
LONRF2	235977_at
LONRF2	
CARMIL2	
CARMIL2	227216_at
CARMIL2	227218_at
CYCSP7	
CHST10	204065_at
CHST10	
CHST10	231246_at
RNF167	212047_s_at
RNF167	
TAB2-AS1	
CDC20	202870_s_at
CDC20	
RN7SL234P	
FABP12P1	
SUMO4	215452_x_at
ZC3H12D	1559263_s_at
ZC3H12D	
	1558445_at
RNU7-3P	
TAB2	
TAB2	210284_s_at
TAB2	212184_s_at
TAB2	1565889_at
OR6C74	
ABCC9	208562_s_at
ABCC9	235578_at
ABCC9	208561_at
ABCC9	208462_s_at
ABCC9	
ABCC9	1557374_at
CORO1A	209083_at
CORO1A	
ECHDC1	223087_at
ECHDC1	223088_x_at
ECHDC1	233124_s_at
ECHDC1	219974_x_at
ECHDC1	
RNA5SP145	
GPR171	207651_at
P2RY14	206637_at
P2RY14	
RALBP1P2	
ELOVL1	218028_at
ELOVL1	57163_at
TNS1-AS1	
SETP11	
TUBA4A	212242_at
GPR87	219936_s_at
PFN1	200634_at
P2RY13	220005_at
P2RY12	224102_at
P2RY12	235885_at
MRPL42P6	
ENO3	
ENO3	204483_at
ENO3	237691_x_at
MIR5186	
IGSF10	
IGSF10	230670_at
IGSF10	1556579_s_at
DNAJB2	
DNAJB2	202500_at
CCDC12	226011_at
CCDC12	
TOPAZ1	
TCAIM	1555906_s_at
TCAIM	241666_at
TCAIM	1555905_a_at
TCAIM	
TCAIM	226688_at
MIR6734	218028_at
MIR6734	57163_at
MED8	213127_s_at
MED8	213126_at
MED8	213696_s_at
ZNF276	213778_x_at
ZNF276	231922_at
ZNF276	
MED8-AS1	
ASNSD1	217987_at
ASNSD1	
AMPD2	
AMPD2	212360_at
ASDURF	
OSGEPL1	220631_at
OSGEPL1	230032_at
OSGEPL1	
MYBPC3	208040_s_at
MYBPC3	
CDT1	228868_x_at
CDT1	209832_s_at
CDT1	
LILRB1	229937_x_at
SPAG7	200053_at
SPAG7	
ANKS1B	227441_s_at
ANKS1B	219989_s_at
ANKS1B	227440_at
ANKS1B	240292_x_at
ANKS1B	227439_at
ANKS1B	
OSGEPL1-AS1	
ORMDL1	223187_s_at
ORMDL1	227548_at
ORMDL1	228801_at
ORMDL1	
	231700_at
	1255_g_at
	206062_at
GUCA1ANB	231700_at
GUCA1A	1255_g_at
GUCA1A	206062_at
APRT	213892_s_at
APRT	203219_s_at
APRT	
CAMTA2	212948_at
CAMTA2	
C3orf86	
MIR548AQ	
TRA2B	200892_s_at
TRA2B	200893_at
TRA2B	210180_s_at
TRA2B	239447_at
TRA2B	
ANKAR	1552438_a_at
ANKAR	
MIR8061	
VN1R105P	1569504_at
RNU6-512P	
MIR128-1	
UBXN4	
UBXN4	212007_at
UBXN4	212008_at
UBXN4	212006_at
GALNS	206335_at
GALNS	
GALNS	236866_at
NMRAL2P	241418_at
NMRAL2P	
MYO7A	208189_s_at
MYO7A	33197_at
MYO7A	211104_s_at
MYO7A	
MYO7A	211103_at
ASPM	219918_s_at
ASPM	232238_at
ASPM	239002_at
ASPM	
FOXP1-AS1	1563157_at
MIR1284	
FOXP1-IT1	232096_x_at
LCT	206945_at
LCT	
KIR2DL3	208179_x_at
MITF	207233_s_at
MITF	226066_at
MITF	
MITF	1554874_at
KIR2DP1	210890_x_at
KIR2DL1	208179_x_at
LCT-AS1	1557386_at
R3HDM1	
R3HDM1	210714_at
R3HDM1	202754_at
ZNF786	239083_at
KIR3DL1	211389_x_at
CBFA2T3	208056_s_at
CBFA2T3	
ZNF425	242684_at
ZNF425	
RN7SL521P	
PDIA4	211048_s_at
PDIA4	208658_at
MIR6864	
MIR6865	
CAMTA2-AS1	
KIF1C	209245_s_at
KIF1C	209244_s_at
KIF1C	238477_at
KIF1C	
FCF1P7	
PTN	211737_x_at
PTN	209465_x_at
PTN	209466_x_at
MIR4677	
FABP7P1	
AKT3-IT1	
PIK3CG	206369_s_at
PIK3CG	239294_at
PIK3CG	206370_at
PIK3CG	
AKT3	242879_x_at
KIF1C-AS1	244577_at
SLC52A1	220756_s_at
TRAPPC2L	218354_at
TRAPPC2L	238627_at
TRAPPC2L	238628_s_at
KIR2DS4	211532_x_at
KIR2DS4	216552_x_at
KIR2DS4	208198_x_at
ZFP3-DT	
ZFP3	235728_at
USP6	236074_at
USP6	206405_x_at
USP6	236075_s_at
USP6	242242_at
USP6	
USP6	1555063_at
USP6	1555065_x_at
AIMP2	202138_x_at
AIMP2	209971_x_at
AIMP2	
SNORA80D	
ANKRD61	
FANCA	203805_s_at
FANCA	203806_s_at
FANCA	
FANCA	236976_at
FANCA	215530_at
CFTR	
CFTR	215702_s_at
CFTR	205043_at
CFTR	217026_at
CFTR	215703_at
CFTR	234702_x_at
OR6B3	
IRS1	242979_at
IRS1	204686_at
IRS1	
	239463_at
	1564760_at
RHBDD1	236690_at
RHBDD1	227414_at
RHBDD1	226945_at
RHBDD1	226948_at
RHBDD1	
FCAR	211307_s_at
FCAR	211816_x_at
COL4A3	222073_at
COL4A3	214641_at
COL4A3	216898_s_at
COL4A3	216893_s_at
COL4A3	
RPS4XP1	
	1562098_at
	213120_at
	242366_at
TCHP	
TCHP	223456_s_at
TCHP	223455_at
HPX	39763_at
HPX	210013_at
HPX	
INCA1	
RARRES1	206392_s_at
RARRES1	221872_at
RARRES1	206391_at
	1556912_at
	1556913_a_at
ANKRD13A	
ANKRD13A	224810_s_at
	241480_at
RNF213-AS1	1569078_at
RNF213-AS1	
MFF-DT	1557862_at
MFF-DT	
RN7SL7P	
SAMD9	228531_at
SAMD9	219691_at
SAMD9	
ENDOV	
ENDOV	238401_at
ENDOV	238402_s_at
ENDOV	229939_at
LILRB4	1569504_at
MFSD1	
MFSD1	218109_s_at
HEPACAM2	242601_at
NAT10	217884_at
NAT10	
IL21R-AS1	1559443_s_at
MFF	
MFF	222832_s_at
MFF	219137_s_at
MFF	223091_x_at
MFF	223354_x_at
GTF3C1	202320_at
GTF3C1	35671_at
GTF3C1	
C1orf174	238010_at
C1orf174	222000_at
	1561431_at
IQGAP3	229538_s_at
IQGAP3	241939_at
IQGAP3	1569061_at
IQGAP3	1569062_s_at
	1556299_s_at
IFT81	223736_at
IFT81	219372_at
IFT81	
SAMD9L	230036_at
SAMD9L	235643_at
SAMD9L	226603_at
SAMD9L	
	1565857_at
PDCD5	219275_at
PDCD5	227751_at
PDCD5	
H4P1	
LINC00513	239751_at
LINC00513	
MIR29A	
MIR29B1	
	238619_at
RNU6-1010P	
SEMA3E	206941_x_at
SEMA3E	
ANKRD27	221522_at
ANKRD27	
MIR4730	
	1563065_at
